EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
560348,ALLEGHENY CO.,CHERRY CITY,04/09/2015,1715,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,93317,C,3,PBZ,0,0,Broadcast Media, , , ,2,ESE,2,ESE,CHERRY CITY,40.47,-79.93,40.47,-79.93,"The media reported a large tree on a home.","A cold front moving southeast from the eastern Great Lakes through the Upper Ohio Valley produced widespread showers and thunderstorms. Some of the thunderstorms were severe with damaging winds most commonly reported. The thunderstorms also produced torrential rainfall at times, with flash flooding reported across portions of eastern Ohio.",11
560350,ALLEGHENY CO.,WILMERDING,04/09/2015,1720,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,93317,C,3,PBZ,0,0,Social Media, , , ,1,E,1,E,WILMERDING,40.38,-79.81,40.38,-79.81,"The public reported trees down.","A cold front moving southeast from the eastern Great Lakes through the Upper Ohio Valley produced widespread showers and thunderstorms. Some of the thunderstorms were severe with damaging winds most commonly reported. The thunderstorms also produced torrential rainfall at times, with flash flooding reported across portions of eastern Ohio.",12
560373,ALLEGHENY CO.,OAKMONT,04/09/2015,1725,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,93317,C,3,PBZ,0,0,NWS Storm Survey, , , ,0,N,0,N,OAKMONT,40.5252,-79.8297,40.5252,-79.8297,"A NWS Storm Survey found a large tree down.","A cold front moving southeast from the eastern Great Lakes through the Upper Ohio Valley produced widespread showers and thunderstorms. Some of the thunderstorms were severe with damaging winds most commonly reported. The thunderstorms also produced torrential rainfall at times, with flash flooding reported across portions of eastern Ohio.",13
560372,ALLEGHENY CO.,LOGANS FERRY,04/09/2015,1725,Thunderstorm Wind,70.00, ,0,0,25000,0,PA,EST-5,EG,93317,C,3,PBZ,0,0,NWS Storm Survey, , , ,1,SW,0,N,LOGANS FERRY,40.52,-79.78,40.53,-79.77,"A NWS Storm Survey found a micro-burst had occurred with winds estimated near 80 MPH. Most damage was to snapped and uprooted hardwood trees, with minor damage to to homes, mainly pieces of siding blown off homes. Some damage to out structures occurred due to fallen trees.","A cold front moving southeast from the eastern Great Lakes through the Upper Ohio Valley produced widespread showers and thunderstorms. Some of the thunderstorms were severe with damaging winds most commonly reported. The thunderstorms also produced torrential rainfall at times, with flash flooding reported across portions of eastern Ohio.",14
562302,ALLEGHENY (ZONE), ,04/21/2015,1000,Strong Wind,36.00, ,0,0,5000,0,PA,EST-5,MG,93614,Z,21,PBZ,0,0,ASOS, , , , , , , , , , , , ,"A wind gust of 41 MPH was measured at the Pittsburgh International Airport.","Winds gusted over from 40 to over 50 MPH across portions of eastern Ohio, northern West Virginia, and western Pennsylvania the afternoon and evening of the 21st. These winds occurred in a tight pressure gradient behind a cold front.",15
575511,ALLEGHENY CO.,MOON CREST,05/11/2015,1946,Thunderstorm Wind,50.00, ,0,0,250,0,PA,EST-5,EG,95800,C,3,PBZ,0,0,Public, , , ,1,W,1,W,MOON CREST,40.52,-80.19,40.52,-80.19,"The public reported one tree down in Moon Crest.","Showers and thunderstorms developed ahead of a pre-frontal trough that was pivoting across the region. With modest instability and shear, several storms produced damaging winds, bringing trees down across eastern Ohio and western Pennsylvania.",16
575513,ALLEGHENY CO.,SEWICKLEY,05/11/2015,1950,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,95800,C,3,PBZ,0,0,911 Call Center, , , ,1,SW,1,SW,SEWICKLEY,40.54,-80.19,40.54,-80.19,"Local 911 call center reported a large tree blocking road on 105 Ohio River Boulevard.","Showers and thunderstorms developed ahead of a pre-frontal trough that was pivoting across the region. With modest instability and shear, several storms produced damaging winds, bringing trees down across eastern Ohio and western Pennsylvania.",17
575520,ALLEGHENY CO.,WHITAKER,05/11/2015,2001,Thunderstorm Wind,50.00, ,0,0,8000,0,PA,EST-5,EG,95800,C,3,PBZ,0,0,911 Call Center, , , ,1,SW,1,SW,WHITAKER,40.3867,-79.8986,40.3867,-79.8986,"Local 911 call center reported a large tree down and high tension wires down.","Showers and thunderstorms developed ahead of a pre-frontal trough that was pivoting across the region. With modest instability and shear, several storms produced damaging winds, bringing trees down across eastern Ohio and western Pennsylvania.",18
575522,ALLEGHENY CO.,MILESVILLE,05/11/2015,2004,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,95800,C,3,PBZ,0,0,911 Call Center, , , ,1,N,1,N,MILESVILLE,40.2198,-79.8711,40.2198,-79.8711,"Local 911 call center reported a tree down on Ella Hollow Road and Wise Lane.","Showers and thunderstorms developed ahead of a pre-frontal trough that was pivoting across the region. With modest instability and shear, several storms produced damaging winds, bringing trees down across eastern Ohio and western Pennsylvania.",19
575523,ALLEGHENY CO.,WILKINSBURG,05/11/2015,2011,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,95800,C,3,PBZ,0,0,911 Call Center, , , ,1,S,1,S,WILKINSBURG,40.42,-79.85,40.42,-79.85,"Local 911 call center reported a tree down near Forest Hills.","Showers and thunderstorms developed ahead of a pre-frontal trough that was pivoting across the region. With modest instability and shear, several storms produced damaging winds, bringing trees down across eastern Ohio and western Pennsylvania.",20
580387,ALLEGHENY CO.,ROOK,05/18/2015,1753,Flash Flood, , ,0,0,0,0,PA,EST-5, ,96513,C,3,PBZ,0,0,Emergency Manager,Heavy Rain, , ,1,W,1,WNW,ROOK,40.3984,-80.0825,40.4042,-80.0821,"Emergency management reported that Washington Avenue is flooded in the 1000 block. Water was reported to be up to the car doors with several vehicles stuck. In addition, the ramps to Interstate 79 on Nobelstown Road were flooded and a small landslide was reported on the I-79 northbound ramp.","Showers and thunderstorms developed out ahead of an approaching upper trough on the 18th. With precipitable water values over 1.50 inches...some storms produced heavy rain which caused some flash flooding in Allegheny county, PA.",21
580389,ALLEGHENY CO.,BUNOLA,05/18/2015,1758,Flash Flood, , ,0,0,0,0,PA,EST-5, ,96513,C,3,PBZ,0,0,State Official,Heavy Rain, , ,1,N,0,WNW,BUNDLE,40.24,-79.93,40.2329,-79.9563,"Local 911 center reported that Bunola River Road was flooded in Forward Township.","Showers and thunderstorms developed out ahead of an approaching upper trough on the 18th. With precipitable water values over 1.50 inches...some storms produced heavy rain which caused some flash flooding in Allegheny county, PA.",22
580390,ALLEGHENY CO.,BOWER HILL,05/18/2015,1800,Flash Flood, , ,0,0,0,0,PA,EST-5, ,96513,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,E,2,NW,CASTLE SHANNON,40.3669,-80.072,40.3669,-80.0701,"Local 911 call center reported that the creek next to Robb Hollow Road was out of it's banks, flooding part of the roadway.","Showers and thunderstorms developed out ahead of an approaching upper trough on the 18th. With precipitable water values over 1.50 inches...some storms produced heavy rain which caused some flash flooding in Allegheny county, PA.",23
575561,ALLEGHENY CO.,CARNEGIE,05/29/2015,1500,Thunderstorm Wind,50.00, ,0,0,10000,0,PA,EST-5,EG,95806,C,3,PBZ,0,0,911 Call Center, , , ,1,W,1,W,CARNEGIE,40.42,-80.09,40.42,-80.09,"Allegheny 911 call center reported a roof blown off a warehouse and wires down around Rosslyn Farms.","Weak shortwave moving across the region in southwest flow brought showers and thunderstorms, some of which were severe to western Pennsylvania.",24
575560,ALLEGHENY CO.,EAST CARNEGIE,05/29/2015,1500,Thunderstorm Wind,50.00, ,0,0,1000,0,PA,EST-5,EG,95806,C,3,PBZ,0,0,Social Media, , , ,1,E,1,E,EAST CARNEGIE,40.4209,-80.0535,40.4209,-80.0535,"One large tree was reported down on the corner of Mansfield and Holiday Drive on social media.","Weak shortwave moving across the region in southwest flow brought showers and thunderstorms, some of which were severe to western Pennsylvania.",25
580372,ALLEGHENY CO.,CHERRY CITY,05/29/2015,1710,Flash Flood, , ,0,0,0,0,PA,EST-5, ,95806,C,3,PBZ,0,0,Trained Spotter,Heavy Rain, , ,0,N,0,SE,CHERRY CITY,40.48,-79.97,40.4778,-79.9678,"Trained spotter reported flooding along Evergreen Avenue in Millvale.","Weak shortwave moving across the region in southwest flow brought showers and thunderstorms, some of which were severe to western Pennsylvania.",26
582661,ALLEGHENY CO.,BELLEVUE,05/30/2015,1305,Thunderstorm Wind,50.00, ,0,2,15000,0,PA,EST-5,EG,96850,C,3,PBZ,1,0,Broadcast Media, , , ,1,SSE,1,SSE,BELLEVUE,40.4522,-80.0078,40.4522,-80.0078,"Local media and emergency management reported several large trees down on Federal street, one of which fell on a car in the North Shore of Pittsburgh. Two women in the vehicle were sent to the hospital.","Surface heating and destabilization led to the development of thunderstorms on the afternoon of the 29th. With strong instability but weak shear and the lack of a lifting mechanism, most storms remained unorganized. However, a storm moving across Allegheny county produced wind gusts that brought down a few large trees on federal street where several people were tailgating before a concert.",27
580277,ALLEGHENY CO.,COULTER,06/05/2015,1645,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,96495,C,3,PBZ,0,0,Emergency Manager, , , ,1,WNW,1,WNW,COULTER,40.3086,-79.8248,40.3086,-79.8248,"Emergency management reported trees down on Renzie Road.","Scattered severe thunderstorms developed across western Pennsylvania ahead of an approaching cold front. Isolated flash flooding from very heavy rain also occurred in downtown Wheeling, West Virginia.",28
580278,ALLEGHENY CO.,VERSAILLES,06/05/2015,1645,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,96495,C,3,PBZ,0,0,Emergency Manager, , , ,1,ESE,1,ESE,VERSAILLES,40.31,-79.83,40.31,-79.83,"Emergency management reported wires down.","Scattered severe thunderstorms developed across western Pennsylvania ahead of an approaching cold front. Isolated flash flooding from very heavy rain also occurred in downtown Wheeling, West Virginia.",29
580280,ALLEGHENY CO.,WHITE OAK,06/05/2015,1650,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,96495,C,3,PBZ,0,0,Emergency Manager, , , ,1,NW,1,NW,WHITE OAK,40.36,-79.81,40.36,-79.81,"Emergency management reported a tree down on lower Heckman Road.","Scattered severe thunderstorms developed across western Pennsylvania ahead of an approaching cold front. Isolated flash flooding from very heavy rain also occurred in downtown Wheeling, West Virginia.",30
580281,ALLEGHENY CO.,COULTER,06/05/2015,1655,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,96495,C,3,PBZ,0,0,Emergency Manager, , , ,0,WSW,0,WSW,COULTER,40.298,-79.8048,40.298,-79.8048,"Emergency management reported wires dwon on Railroad Street.","Scattered severe thunderstorms developed across western Pennsylvania ahead of an approaching cold front. Isolated flash flooding from very heavy rain also occurred in downtown Wheeling, West Virginia.",31
585249,ALLEGHENY CO.,BLAINE HILL,06/14/2015,2016,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,97294,C,3,PBZ,0,0,NWS Storm Survey, , , ,1,WNW,1,WNW,BLAINE HILL,40.28,-79.85,40.28,-79.85,"An NWS Storm Survey found scattered trees down.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",32
585248,ALLEGHENY CO.,TARENTUM,06/14/2015,2030,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,97294,C,3,PBZ,0,0,911 Call Center, , , ,1,NW,1,NW,TARENTUM,40.61,-79.78,40.61,-79.78,"The 991 Call Center reported wires down.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",33
585119,ALLEGHENY CO.,MT LEBANON,06/14/2015,2049,Flash Flood, , ,0,0,15000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,2,ENE,1,WNW,BRENTWOOD,40.388,-79.9964,40.3796,-79.9915,"The 911 Call Center reported flash flooding with State Routes 51 and 88 closed.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",34
585121,ALLEGHENY CO.,DRAVOSBURG,06/14/2015,2059,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,SE,1,SE,DRAVOSBURG,40.3437,-79.8919,40.3433,-79.8925,"The 911 Call Center reported flash flooding with Vehicles stuck flood waters at Washington Avenue and Curry Hollow Road.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",35
585122,ALLEGHENY CO.,MUNHALL,06/14/2015,2105,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,SW,1,SW,MUNHALL,40.39,-79.93,40.3887,-79.9312,"The 911 Call Center reported flash flooding with East Carson Street flooded and closed at Glass Run Road.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",36
585247,ALLEGHENY CO.,DORMONT,06/14/2015,2115,Thunderstorm Wind,50.00, ,0,0,0,0,PA,EST-5,EG,97294,C,3,PBZ,0,0,911 Call Center, , , ,1,N,1,N,DORMONT,40.41,-80.03,40.41,-80.03,"The 991 Call Center reported trees and wires down.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",37
585123,ALLEGHENY CO.,WHITE OAK,06/14/2015,2141,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,SE,1,SE,WHITE OAK,40.3358,-79.7792,40.3351,-79.7816,"The 911 Call Center reported flash flooding with Colonial Manor Road closed at Parker Drive.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",38
585124,ALLEGHENY CO.,BAIRDFORD,06/14/2015,2200,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,W,1,WSW,BAIRDFORD,40.6282,-79.8883,40.6257,-79.8919,"The 911 Call Center reported flash flooding near Baileys Run Road and Spruce Lane.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",39
585125,ALLEGHENY CO.,HARWICK,06/14/2015,2215,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NE,1,NE,HARWICK,40.5773,-79.7927,40.5763,-79.7929,"The 911 Call Center reported flash flooding with Peachtree Lane at  Butler Logan Road closed.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",40
585126,ALLEGHENY CO.,WILLOCK,06/14/2015,2222,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,Trained Spotter,Heavy Rain, , ,1,NW,1,NW,WILLOCK,40.3567,-79.9566,40.355,-79.9574,"A trained spotter reported flash flooding with Willett Road and Streets Run Road closed due to flooding.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",41
585230,ALLEGHENY CO.,TARENTUM,06/15/2015,350,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,97294,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,WSW,1,NNE,TARENTUM REMICH ARPT,40.5908,-79.7892,40.6124,-79.8133,"The 911 Call Center reported Days Run Road and Baileys Run Road closed due to flash flooding.","Thunderstorms developed along a wavy frontal boundary across parts of eastern Ohio and much of southwest Pennsylvania the afternoon of the 14th into the early morning of the 15th. Some of these storms were severe, but most produced very heavy rainfall, with local reports of near 4 inches of rain for the event. This brought flash flooding to portions of southwest Pennsylvania.",42
586997,ALLEGHENY CO.,NATRONA HGTS,06/15/2015,1849,Flash Flood, , ,0,0,2000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,Fire Department/Rescue,Heavy Rain, , ,1,E,0,E,NATRONA HGTS,40.63,-79.71,40.63,-79.7111,"Flash flooding reported along Elbrook Drive.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",43
587000,ALLEGHENY CO.,TARENTUM,06/15/2015,1945,Flash Flood, , ,0,0,25000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,ESE,1,SSE,NATRONA,40.5979,-79.7609,40.6073,-79.7247,"The 911 Call Center reported flash flooding on many roadways as well as water into basements.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",44
587002,ALLEGHENY CO.,NATRONA,06/15/2015,2019,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,ESE,1,SE,NATRONA HGTS,40.6174,-79.7197,40.6236,-79.7104,"The 911 Call Center reported flash flooding with 2 to 3 feet of water along parts of Canal Street.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",45
587004,ALLEGHENY CO.,INGOMAR,06/15/2015,2115,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,ENE,2,ENE,INGOMAR,40.5864,-80.0431,40.5873,-80.0421,"The 911 Call Center reports Blazer Road closed due to flash flooding.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",46
587005,ALLEGHENY CO.,CHESWICK,06/15/2015,2117,Flash Flood, , ,0,0,50000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NNW,1,NNW,CHESWICK,40.5401,-79.8048,40.5423,-79.8037,"The 911 Call Center reported Flooding along Pittsburgh Street and Colfax Street from Springdale to Cheswick. Water was reported in the Sheetz on Pittsburgh Street in Cheswick.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",47
587007,ALLEGHENY CO.,ALLISON PARK,06/15/2015,2125,Flash Flood, , ,0,0,5000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,Public,Heavy Rain, , ,1,N,1,N,ALLISON PARK,40.5793,-79.9702,40.578,-79.971,"The public reported flash flooding with water quickly flowing over Sample Road.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",48
587013,ALLEGHENY CO.,RURAL RIDGE,06/15/2015,2158,Flash Flood, , ,0,0,15000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,NNW,1,NW,RURAL RIDGE,40.5895,-79.8264,40.589,-79.8284,"The 911 Call Center reported flash flooding along Little Deer Creek with water running into homes.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",49
587014,ALLEGHENY CO.,TARENTUM,06/15/2015,2200,Flash Flood, , ,0,0,10000,0,PA,EST-5, ,97571,C,3,PBZ,0,0,911 Call Center,Heavy Rain, , ,1,WNW,1,WNW,TARENTUM,40.61,-79.79,40.602,-79.7819,"The 911 Call Center reported a landslide due to flash flooding along Days Run Road.","Numerous thunderstorms with heavy rainfall developed along a wavy frontal boundary across eastern Ohio and western Pennsylvania and produced numerous reports of flash flooding.",50
